index,ID,label,tanggal,judul,narasi,nama file gambar,text,clean
34,9963,1,2020-03-12 00:00:00,Foto  Mahfud MD Mengaku Mirip Ashraf Ingin Nikahi BCL,Mengaku Mirip Ashraf Pria ini Ingin Nikahi BCL,9963.png,foto mahfud md mengaku mirip ashraf ingin nikahi bcl mengaku mirip ashraf pria ini ingin nikahi bcl,foto mahfud md aku ashraf nikah bcl aku ashraf pria nikah bcl
35,10015,1,2020-03-01 00:00:00,"Telah diculik Umur anak 5 bulan, Kejadian d Angkot lebak bulus parung Ibunda si bayi dihipnotis","Telah diculik Keponakan Dari ibu yulianah
 Umur anak 5 bulan
 Jenis kelamin perempuan
 Kejadian d Angkot lebak bulus parung
 Ibunda si bayi dihipnotis d Angkot, Diturunkan di pondok cabe oleh pelaku.penculikan
 Kejadian Hari sabtu 29feb 2020 sekitar jam 16.00",10015.png,"telah diculik umur anak 5 bulan, kejadian d angkot lebak bulus parung ibunda si bayi dihipnotis telah diculik keponakan dari ibu yulianah umur anak 5 bulan jenis kelamin perempuan kejadian d angkot lebak bulus parung ibunda si bayi dihipnotis d angkot, diturunkan di pondok cabe oleh pelaku.penculikan kejadian hari sabtu 29feb 2020 sekitar jam 16.00",culik umur anak jadi angkot lebak bulus parung ibunda si bayi hipnotis culik keponakan yulianah umur anak jenis kelamin perempuan jadi angkot lebak bulus parung ibunda si bayi hipnotis angkot turun pondok cabe laku culi jadi sabtu 29feb 2020 jam 1600
36,10122,1,2020-02-12 00:00:00,Virus Corona Sudah Sampai di Apartemen Taman Anggrek,"Dapet Info dari Client, Virus Corona udah sampe sini. di Apartement TA udah ada org wuhan yg kena tp management tutup2i. Supaya mall bs beroperasi dan mrk ga rugi. barusan bgt dpt info dr client saya yg suaminya org cina, mrk ada komunitas org cina di indo dan mrk kasih tau utk jauhi apartement TA dan sekitarnya",10122.jpg,"virus corona sudah sampai di apartemen taman anggrek dapet info dari client, virus corona udah sampe sini. di apartement ta udah ada org wuhan yg kena tp management tutup2i. supaya mall bs beroperasi dan mrk ga rugi. barusan bgt dpt info dr client saya yg suaminya org cina, mrk ada komunitas org cina di indo dan mrk kasih tau utk jauhi apartement ta dan sekitarnya",virus corona apartemen taman anggrek dapet info client virus corona udah sampe apartement ta udah org wuhan kena management tutup 2i mall bs operasi mrk ga rugi barusan bgt dpt info dr client suami org cina mrk komunitas org cina indo mrk kasih tau jauh apartement ta
37,10150,1,2020-02-06 00:00:00,Presiden Cina Xi Jinping Mengunjungi Masjid dan Meminta Umat Islam Berdoa Untuk Negeri yang Sedang Dilanda Krisis,Presiden Cina xi jinping mengunjungi masjid dan meminta umat Islam untuk berdoa di negara yang sedang dilanda krisis ini. Kami membutuhkan bantuan Anda.,10150.jpg,presiden cina xi jinping mengunjungi masjid dan meminta umat islam berdoa untuk negeri yang sedang dilanda krisis presiden cina xi jinping mengunjungi masjid dan meminta umat islam untuk berdoa di negara yang sedang dilanda krisis ini. kami membutuhkan bantuan anda.,presiden cina xi jinping unjung masjid ummat islam doa negeri landa krisis presiden cina xi jinping unjung masjid ummat islam doa negara landa krisis butuh bantu
38,10288,1,2020-01-10 00:00:00,Pesan Berantai Biaya Tilang Baru,"BIAYA tilang terbaru di indonesia: Kapolri baru mantap
 
 1. Tidak ada STNK
 
 Rp. 50,000
 
 2. Tdk bawa SIM
 
 Rp. 25,000
 
 3. Tdk pakai Helm
 
 Rp. 25,000",10288.jpg,"pesan berantai biaya tilang baru biaya tilang terbaru di indonesia: kapolri baru mantap 1. tidak ada stnk rp. 50,000 2. tdk bawa sim rp. 25,000 3. tdk pakai helm rp. 25,000",pesan beranta biaya tilang biaya tilang baru indonesia kapolri mantap stnk rp 50000 bawa sim rp 25000 pakai helm rp 25000
39,10377,1,2019-12-30 00:00:00,Video Jokowi Mulai Pucat SBY Ungkap Pelaku Korupsi,‘JOKOWI MULAI PUC4T’ SBY UNGK4P P3L4KU K0rup51 Jiwasraya Diduga Orang Belakang JOKOW1 (HEBOH),10377.jpg,video jokowi mulai pucat sby ungkap pelaku korupsi ‘jokowi mulai puc4t’ sby ungk4p p3l4ku k0rup51 jiwasraya diduga orang belakang jokow1 (heboh),video jokowi pucat sby laku korupsi jokowi puc 4t sby ungk 4p 3l 0rup 51 jiwasraya duga orang jokowi heboh
40,10439,1,2019-12-20 00:00:00,All Jakarta Water Park,PERKENALKAN: ALL JAKARTA WATER PARK,10439.png,all jakarta water park perkenalkan: all jakarta water park,jakarta water park kenal jakarta water park
41,10542,1,2019-12-03 00:00:00,Pergantian Kartu Keluarga Warga DKI Jakarta,"Dinas Dukcapil Jakarta tidak mewajibkan warga Jakarta mengganti KK lamanya dengan tenggat waktu. Imbauan untuk segera memutakhirkan data memang terus didorong pemerintah, terutama input data status pernikahan, golongan darah, dan susunan anggota keluarga.",10542.png,"pergantian kartu keluarga warga dki jakarta dinas dukcapil jakarta tidak mewajibkan warga jakarta mengganti kk lamanya dengan tenggat waktu. imbauan untuk segera memutakhirkan data memang terus didorong pemerintah, terutama input data status pernikahan, golongan darah, dan susunan anggota keluarga.",ganti kartu keluarga warga dki jakarta dinas dukcapil jakarta wajib warga jakarta ganti kk tenggat imbau mutakhir data dorong perintah input data status nikah golong darah susun anggota keluarga
42,10580,1,2019-11-27 00:00:00,usus ibunya dimakan oleh Bayi ini,"Bayi ini 11 bln dlm perut ibunya.
 Habis usus ibunya dimakan oleh Bayi ini, kemudian dokter mengoprasi ibunya untuk mengeluarkan Bayi ini… Ketika Bayi ini keluar, dia gigit tangan perawat… Setelah 3 jam si Perawat meninggal, IBU Bayi ini pun meninggal setelah Bayi ini keluar… Bayi ini lahir dgn berat 8 kg, setelah 3 jam bertambah naik beratnya menjadi 13 kg… Bayi ini lahir hari jumat, tidak tahu Allah ingin kasi peringatan apa untuk kita semua… Bayi ni kemudian dibunuh, dokter memberinya suntik mematikan sampai 17 kali baru bayi ini mati… Ini kisah benar-benar terjadi di India… Wallahu A’lam",10580.png,"usus ibunya dimakan oleh bayi ini bayi ini 11 bln dlm perut ibunya. habis usus ibunya dimakan oleh bayi ini, kemudian dokter mengoprasi ibunya untuk mengeluarkan bayi ini… ketika bayi ini keluar, dia gigit tangan perawat… setelah 3 jam si perawat meninggal, ibu bayi ini pun meninggal setelah bayi ini keluar… bayi ini lahir dgn berat 8 kg, setelah 3 jam bertambah naik beratnya menjadi 13 kg… bayi ini lahir hari jumat, tidak tahu allah ingin kasi peringatan apa untuk kita semua… bayi ni kemudian dibunuh, dokter memberinya suntik mematikan sampai 17 kali baru bayi ini mati… ini kisah benar-benar terjadi di india… wallahu a’lam",usus ibu makan bayi bayi 11 bln perut ibu habis usus ibu makan bayi dokter mengoprasi ibu keluar bayi bayi gigit tangan awat jam si awat tinggal bayi tinggal bayi bayi lahir dgn berat kg jam tambah berat 13 kg bayi lahir jumat allah kasi ingat bayi ni bunuh dokter beri suntik mati 17 kali bayi mati kisah india wallahu lam
43,10772,1,2019-10-15 00:00:00,Foto awan mengerikan di Jepang,"Ngeri si, semoga tmn2 yg ada disana selamat amin yrb #PrayForJapan",10772.png,"foto awan mengerikan di jepang ngeri si, semoga tmn2 yg ada disana selamat amin yrb #prayforjapan",foto awan keri jepang ngeri si moga teman sana selamat amin yrb prayforjapan
44,10927,1,2019-09-19 00:00:00,Narasi Presiden Korea Utara menghukum pejabatnya yang korupsi,"Presiden Korea Utara menghukum pejabatnya yang terlibat dalam kasus korupsi dihadapan para awak media cetak dan elektronik.
 
 Caranya ?
 Berrjalan bergandengan tangan lalu…
 Plung ! Dibawahnya kandang BUAYA……!!! Luaaaar biasaaa…!!!",10927.png,narasi presiden korea utara menghukum pejabatnya yang korupsi presiden korea utara menghukum pejabatnya yang terlibat dalam kasus korupsi dihadapan para awak media cetak dan elektronik. caranya ? berrjalan bergandengan tangan lalu… plung ! dibawahnya kandang buaya……!!! luaaaar biasaaa…!!!,narasi presiden korea utara hukum jabat korupsi presiden korea utara hukum jabat libat korupsi hadap awak media cetak elektronik berrjalan gandeng tangan plung bawah kandang buaya luaaaar biasaaa
45,10963,1,2019-09-14 00:00:00,Almarhum Habibie di Formasi Jas Merah Mob UMM,"Adapun formasi tersebut adalah merah-putih, KH Ahmad Dahlan, Logo UMM, Students Today, Leaders Tomorrow, Peta Indonesia, dan Pray for Lombok.",10963.png,"almarhum habibie di formasi jas merah mob umm adapun formasi tersebut adalah merah-putih, kh ahmad dahlan, logo umm, students today, leaders tomorrow, peta indonesia, dan pray for lombok.",almarhum habibie formasi jas merah mob umm formasi merah putih kh ahmad dahlan logo umm students today leaders tomorrow peta indonesia pray lombok
46,11139,1,2019-08-09 00:00:00,Petugas Tewas Tersetrum Ketika Melakukan Perbaikan Listrik,KECAMATAN PEDURUNGAN,11139.png,petugas tewas tersetrum ketika melakukan perbaikan listrik kecamatan pedurungan,tugas tewas setrum baik listrik camat pedurungan
47,11725,1,2019-04-23 00:00:00,TV Luar Negeri Sudah Memberitakan Prabowo The Next Presiden,TV Luar Negeri Sudah Memberitakan Prabowo The Next Presiden,11725.png,tv luar negeri sudah memberitakan prabowo the next presiden tv luar negeri sudah memberitakan prabowo the next presiden,tv negeri berita prabowo presiden tv negeri berita prabowo presiden
48,11785,1,2019-04-16 00:00:00,Ketua KPU Umroh Bareng Jokowi,"ANEH !! MENJELANG HARI H PEMILU KOQ BISA2NYA KETUA KPU UMROH BARENG JOKOWI ??? PADAHAL BANYAK MASALAH DI KPU SAAT INI TERUTAMA DI KPLN.
BUKANKAH INI PELANGGARAN ???",11785.png,ketua kpu umroh bareng jokowi aneh !! menjelang hari h pemilu koq bisa2nya ketua kpu umroh bareng jokowi ??? padahal banyak masalah di kpu saat ini terutama di kpln. bukankah ini pelanggaran ???,ketua kpu umroh bareng jokowi aneh jelang milu koq 2nya ketua kpu umroh bareng jokowi kpu kpln langgar
49,12104,1,2019-02-21 00:00:00,Tiket Promo Kereta Api Hut BUMN 21,"jalan2 naik kereta yuuuuk
 
 Hayo jalan2… Tiket KA Promo…",12104.jpg,tiket promo kereta api hut bumn 21 jalan2 naik kereta yuuuuk hayo jalan2… tiket ka promo…,tiket promo kereta api hut bumn 21 jalan kereta yuk hayo jalan tiket ka promo
50,12496,1,2018-12-25 00:00:00,Simulasi orang Gila di bawa ke TPS saat pemilu nanti,Simulasi orang Gila di bawa ke TPS saat pemilu nanti.Pertama terjadi Di Dunia.!,12496.png,simulasi orang gila di bawa ke tps saat pemilu nanti simulasi orang gila di bawa ke tps saat pemilu nanti.pertama terjadi di dunia.!,simulasi orang gila bawa tps milu simulasi orang gila bawa tps milu dunia
51,12530,1,2018-12-18 00:00:00,BROADCAST WHATSAPP INFO TEST SELEKSI GTT/PTT,"Tabe.. Siapa tahu ada keluargata yg guru SMA, ini ada info",12530.png,"broadcast whatsapp info test seleksi gtt/ptt tabe.. siapa tahu ada keluargata yg guru sma, ini ada info",broadcast whatsapp info test seleksi gtt ptt tabe keluargata guru sma info
52,12594,1,2018-12-03 00:00:00,Puan Maharani Buka Posko Logistik di Reuni 212,"INFO. BUAT ALUMNI 212 HARAP HINDARI POSKO 14 DI MONAS, POSKO 14 MILIK PUAN MAHARANI YANG MENUJU KE ISTIQLAL. SEBARKAN AGAR JAMA’AH YANG LAIN TAU",12594.png,"puan maharani buka posko logistik di reuni 212 info. buat alumni 212 harap hindari posko 14 di monas, posko 14 milik puan maharani yang menuju ke istiqlal. sebarkan agar jama’ah yang lain tau",puan maharani buka posko logistik reuni 212 info alumni 212 harap hindar posko 14 monas posko 14 milik puan maharani istiqlal sebar jama ah tau
53,12975,1,02-Okt-18,Penerbangan Pesawat Hercules Gratis Ke Palu Untuk Keluarga Korban Gempa dan Tsunami,Jadwal Hercules malam ini jam 19.00 dan 03.00 subuh besok. Di Lanud Makassar.,12975.jpg,penerbangan pesawat hercules gratis ke palu untuk keluarga korban gempa dan tsunami jadwal hercules malam ini jam 19.00 dan 03.00 subuh besok. di lanud makassar.,terbang pesawat hercules gratis palu keluarga korban gempa tsunami jadwal hercules malam jam 1900 0300 subuh besok lanud makassar
54,13209,1,29-Agu-18,Capt. Pribadi adalah pengemudi pesawat yang mengijinkan Hj. Neno Warisman,"“… Capt. Pribadi adalah pengemudi pesawat yang mengijinkan Hj. Neno Warisman, sang dedengkot gerakan makar #2019GantiKhilafah untuk menggunakan sistem pengeras suara pesawat beberapa waktu lalu …”",13209.jpg,"capt. pribadi adalah pengemudi pesawat yang mengijinkan hj. neno warisman “… capt. pribadi adalah pengemudi pesawat yang mengijinkan hj. neno warisman, sang dedengkot gerakan makar #2019gantikhilafah untuk menggunakan sistem pengeras suara pesawat beberapa waktu lalu …”",capt pribadi kemudi pesawat mengijinkan hj neno warisman capt pribadi kemudi pesawat mengijinkan hj neno warisman sang dedengkot gera makar 2019gantikhilafah sistem keras suara pesawat
55,13483,0,2018-07-17 00:00:00,"Coach Indra Sjafri: Saya Pernah 1 Tahun Tak Digaji, tapi Ikhlas",Kendati sukses mengantarkan Timnas Indonesia U-19 juara Piala AFF U-19 2013 dan lolos ke putaran final Piala Asia U-19 2014,13483.png,"coach indra sjafri: saya pernah 1 tahun tak digaji, tapi ikhlas kendati sukses mengantarkan timnas indonesia u-19 juara piala aff u-19 2013 dan lolos ke putaran final piala asia u-19 2014",coach indra sjafri gaji ikhlas kendati sukses antar timnas indonesia 19 juara piala aff 19 2013 lolos putar final piala asia 19 2014
56,13732,1,2018-05-30 00:00:00,Dua Alquran Yang diklaim Sebagai Al-Quran Palsu Kembali Beredar,ini alqur’an palsu karang orang kafir,13732.png,dua alquran yang diklaim sebagai al-quran palsu kembali beredar ini alqur’an palsu karang orang kafir,alquran klaim al quran palsu edar alqur palsu karang orang kafir
57,13873,1,2018-05-05 00:00:00,Yel-yel Kecebong Yang Merencanakan Untuk Menyusup di CFD,"Ane sebarin deh videonya. Nih liat yel-yel kecebong yg merencanakan untuk menyusup di CFD untuk menghancurkan HASTAG #2019GantiPresiden.
 Cc. @BangPino_ @NetizenTofa @zarazettirazr @roninkhalid @Ndoro__Putrie @RestyCayah @ardi_riau
 “….DAN ALLAH SEBAIK-BAIK PEMBALAS TIPU DAYA”",13873.png,yel-yel kecebong yang merencanakan untuk menyusup di cfd ane sebarin deh videonya. nih liat yel-yel kecebong yg merencanakan untuk menyusup di cfd untuk menghancurkan hastag #2019gantipresiden. cc. @bangpino_ @netizentofa @zarazettirazr @roninkhalid @ndoro__putrie @restycayah @ardi_riau “….dan allah sebaik-baik pembalas tipu daya”,yel yel kecebong rencana susup cfd ane sebarin deh video nih liat yel yel kecebong rencana susup cfd hancur hastag 2019gantipresiden cc bangpino netizentofa zarazettirazr roninkhalid ndoroputrie restycayah ardiriau allah balas tipu daya
58,13907,0,2018-04-28 00:00:00,Kronologis Polisi Berondong Sedan Terobos Razia di Lubuklinggau,"Innalillah… Hanya Karena Lalai Terobos Razia, Mobil Berisi Satu Keluarga Ditembaki Polisi, Satu Orang Tewas",13907.png,"kronologis polisi berondong sedan terobos razia di lubuklinggau innalillah… hanya karena lalai terobos razia, mobil berisi satu keluarga ditembaki polisi, satu orang tewas",kronologis polisi berondong sedan terobos razia lubuklinggau innalillah lalai terobos razia mobil isi keluarga tembak polisi orang tewas
59,13931,0,2018-04-26 00:00:00,Kemristekdikti: bukan undang dosen asing tapi profesor kelas dunia,"”Bukan dosen asing, tapi profesor kelas dunia. Orang Indonesia pun bisa mengikuti program ini, asalkan dia mengajar di universitas di luar negeri dan mempunyai koneksi dengan peraih Nobel,” kata Direktur Jenderal Sumber Daya Iptek dan Dikti Kemristekdikti Ali Ghufron Mukti di Jakarta, Selasa",13931.png,"kemristekdikti: bukan undang dosen asing tapi profesor kelas dunia ”bukan dosen asing, tapi profesor kelas dunia. orang indonesia pun bisa mengikuti program ini, asalkan dia mengajar di universitas di luar negeri dan mempunyai koneksi dengan peraih nobel,” kata direktur jenderal sumber daya iptek dan dikti kemristekdikti ali ghufron mukti di jakarta, selasa",kemristekdikti undang dosen asing profesor kelas dunia dosen asing profesor kelas dunia orang indonesia ikut program ajar universitas negeri koneksi raih nobel direktur jenderal sumber daya iptek dikti kemristekdikti ali ghufron mukti jakarta selasa
60,14179,1,2018-03-14 00:00:00,"Kecam Pernyataan Said Aqil, Neno Warisman: Kami Para Ibu Tidak Terima!","Kecam Pernyataan Said Aqil, Neno Warisman: Kami Para Ibu Tidak Terima!
 Pernyataan kontroversial Ketua PBNU Said Aqil Siradj yang mengatakan “nonton film porno lebih baik daripada dengarkan ceramah radikal karena sambil istighfar” mendapat kecaman dari pegiat pendidikan anak Neno Warisman. Dia menuliskan kemarahannya dalam tulisan berikut ini:…",14179.png,"kecam pernyataan said aqil, neno warisman: kami para ibu tidak terima! kecam pernyataan said aqil, neno warisman: kami para ibu tidak terima! pernyataan kontroversial ketua pbnu said aqil siradj yang mengatakan “nonton film porno lebih baik daripada dengarkan ceramah radikal karena sambil istighfar” mendapat kecaman dari pegiat pendidikan anak neno warisman. dia menuliskan kemarahannya dalam tulisan berikut ini:…",kecam nyata said aqil neno warisman terima kecam nyata said aqil neno warisman terima nyata kontroversial ketua pbnu said aqil siradj nonton film porno dengar ceramah radikal istighfar kecam giat didik anak neno warisman tulis marah tulis
